row_num,faci_stat_nm,faci_lat,ftype_nm,cpb_nm,addr_emd_nm,faci_lot,cp_nm,faci_mng_user_telno,faci_nm,faci_road_addr,faci_addr
148,정상운영,34.67553592,테니스장,장흥군,,126.897437,전라남도,061-860-0256,장흥공공테니스장,,전남 장흥군 장흥읍 남외리 2-9
149,정상운영,35.99972448,테니스장,청주시,,128.6215597,충청북도,043-271-9189,청주솔밭정구장,송정동 산10-1번지,송정동 산10-1번지
150,정상운영,,테니스장,완주군,,,전라북도,,완주산업단지테니스장,,
151,정상운영,,테니스장,김해시,,,경상남도,,금병공원테니스장,,
152,정상운영,,테니스장,남동구,,,인천광역시,,남동공단근린공원테니스장,,
153,정상운영,37.50843874,테니스장,동작구,,126.9272661,서울특별시,02-817-2070,노량진근린공원 테니스장,대방동 23-189,서울 동작구 대방동 23-189
154,정상운영,36.98186767,테니스장,진천군,회죽리,127.4222253,충청북도,043-531-0153,진천선수촌 테니스/정구장,충청북도 진천군 광혜원면 선수촌로 105,
155,정상운영,,테니스장,해운대구,,,부산광역시,051-749-4122,좌동테니스장,,
156,정상운영,,테니스장,충주시,,,충청북도,043-845-0180,충주시클린에너지파크테니스장,,
157,정상운영,38.20430107,테니스장,양구군,임당리,128.0440261,강원도,033-480-2319,동면테니스장,강원도 양구군 동면 금강산로 1717,강원도 양구군 동면 임당리 544
158,정상운영,,테니스장,북구,,,광주광역시,,중외공원테니스장,,
159,정상운영,35.14836103,테니스장,창원시,도만동,128.6554537,경상남도,055-5484-066,장복테니스장,경상남도 창원시 진해구 충무로 43 (도만동),경상남도 창원시 진해구 도만동 1 진해공설운동장
160,정상운영,37.71564122,테니스장,양주시,,126.9406378,경기도,,장흥테니스장, 장흥면 일영리 155-2,경기 양주시 장흥면 일영리 155-2
161,정상운영,35.43200355,테니스장,목포시,,129.1721212,전라남도,061-270-8372,유달시립정구장,,용당동 1069
162,정상운영,,테니스장,성북구,,,서울특별시,02-6925-7003,정릉북악간이체육시설,,
163,정상운영,37.25163194,테니스장,정선군,무릉리,128.776681,강원도,033-560-2656,증산테니스장,강원도 정선군 남면 무릉1로 12,강원도 정선군 남면 무릉리 425
164,정상운영,,테니스장,남동구,,,인천광역시,,남동종합문화체육3호광장테니스장,,
165,정상운영,37.29575911,테니스장,여주시,,127.5841283,경기도,,능서레포츠공원테니스장,능서면 신지리 254-2,경기 여주시 능서면 신지리 254-2
166,정상운영,34.31714792,테니스장,완도군,가용리,126.7355676,전라남도,061-550-5466,완도군립테니스장2,전라남도 완도군 완도읍 청해진동로 63,전라남도 완도군 완도읍 가용리 56
167,정상운영,36.42935814,테니스장,청양군,적누리,126.7968567,충청남도,041-940-4864,청양군테니스장,충청남도 청양군 청양읍 누레기길 5-2,충청남도 청양군 청양읍 적누리 343-1 청양군 적누리 테니스장
168,정상운영,35.85188782,테니스장,수성구,범어동,128.6303938,대구광역시,053-666-2183,구민테니스장,대구광역시 수성구 달구벌대로488길 79 (범어동),
169,정상운영,35.28112432,테니스장,곡성군,교촌리,127.28749,전라남도,,곡성정구장,전라남도 곡성군 곡성읍 학교로 56,
170,정상운영,,테니스장,익산시,,,전라북도,063-859-4616,중앙체육공원테니스장,,
171,정상운영,36.87002669,테니스장,진천군,,127.4114031,충청북도,043-539-3614,진천공설테니스장,진천읍 장관리 697-1,
172,정상운영,36.67641649,테니스장,예산군,향천리,126.8610185,충청남도,041-339-8264,예산군테니스장,충청남도 예산군 예산읍 예산로 354,
173,정상운영,37.48253772,테니스장,울릉군,사동리,130.8928225,경상북도,054-790-6372,울릉사동테니스장,경상북도 울릉군 울릉읍 사동리 90-1,경상북도 울릉군 울릉읍 사동리 12-2
174,정상운영,37.49517873,테니스장,양평군,,127.4869265,경기도,,갈산생활체육공원테니스장,양평읍 양근리 645-2,경기 양평군 양평읍 양근리 645-2
175,정상운영,35.18295444,테니스장,진주시,충무공동,128.1358517,경상남도,055-749-2126,진주종합경기장테니스장,경상남도 진주시 동진로 415 (충무공동),
176,정상운영,34.98648185,테니스장,삼척시,,128.0461384,강원도,,교동테니스장,남양동 142-2,남양동 142-2
177,정상운영,37.49375649,테니스장,양평군,,127.398046,경기도,,강하생활체육공원테니스장,강하면 운심리,경기 양평군 강하면 운심리
178,정상운영,37.82925432,테니스장,파주시,,126.8493566,경기도,,연풍리체육공원테니스장,파주읍 연풍리 10-13,경기 파주시 파주읍 연풍리 10-13
179,정상운영,,테니스장,제주시,,,제주특별자치도,,제주시생활체육공원테니스장,,
180,정상운영,36.27763432,테니스장,부여군,나복리,126.8645078,충청남도,041-830-2225,종합운동장테니스장,충청남도 부여군 규암면 호수로 82,충청남도 부여군 규암면 나복리 456
181,정상운영,,테니스장,양평군,,,경기도,,양동레포츠공원테니스장,,
182,정상운영,35.88253373,테니스장,,방천리,128.509347,대구광역시,053-803-5421,환경자원사업소테니스장,대구광역시 달성군 다사읍 다사로 820,
183,정상운영,35.34675095,테니스장,창원시,마산리,128.6185392,경상남도,055-212-4063,북면공설운동장테니스장,경상남도 창원시 의창구 북면 정렬대로 1115,
184,정상운영,36.88852433,테니스장,봉화군,,128.7308714,경상북도,054-679-6133,봉화체육공원테니스장,,
185,정상운영,34.61444842,테니스장,고흥군,남계리,127.2916531,전라남도,061-830-6728,고흥군민회관테니스장,전라남도 고흥군 고흥읍 고흥로 1852-23,전라남도 고흥군 고흥읍 남계리 247 테니스장
186,정상운영,,테니스장,금산군,,,충청남도,,종합운동장테니스장,,
187,정상운영,34.98203257,테니스장,광양시,석사리,127.5730717,전라남도,061-797-3900,광양시립테니스장,전라남도 광양시 봉강면 매천로 685,
188,정상운영,37.38240808,테니스장,의왕시,내손동,126.9836502,경기도,031-345-2544,내손약수체육시설테니스장,경기도 의왕시 정우2길 6-1 (내손동),경기도 의왕시 내손동  529 내손테니스장
189,정상운영,37.5273097,테니스장,,자양동,127.077834,서울특별시,,한강시민공원뚝섬지구테니스장,서울특별시 광진구 강변북로 139 (자양동),
190,정상운영,,테니스장,고양시,,,경기도,,성라공원테니스장,,성사동 269
191,정상운영,35.9316464,테니스장,북구,태전동,128.5461577,대구광역시,053-665-4322,태전테니스장,대구광역시 북구 칠곡중앙대로 397-20 (태전동),대구광역시 북구 태전동  938
192,정상운영,37.30321494,테니스장,여주시,,127.619075,경기도,,하동테니스장,여주시 하동 19-5,경기 여주시 하동 19-5
193,정상운영,36.49787653,테니스장,영등포구,대림동,127.265434,서울특별시,02-2670-3522,대림운동장 테니스장,서울특별시 영등포구 가마산로31길 16 (대림동)[*미고시],
194,정상운영,37.46234746,테니스장,성남시,,127.1625458,경기도,031-729-3055,양지테니스장,양지동 986번지,경기 성남시 수정구 양지동 986
195,정상운영,36.09931949,테니스장,포항시,초곡리,129.3370443,경상북도,054-270-2804,흥해옥성테니스장,경상북도 포항시 북구 흥해읍 동해대로1459번길 83,경상북도 포항시 북구 흥해읍 초곡리 103-1
196,정상운영,35.26623802,테니스장,창원시,동정동,128.6170547,경상남도,055-212-4063,의창스포츠파크테니스장,경상남도 창원시 의창구 천주로56번길 14 (동정동),
197,정상운영,,테니스장,서초구,,,서울특별시,02-533-7509,잠원스포츠파크테니스장,,
198,정상운영,36.98154005,테니스장,진천군,회죽리,127.4231333,충청북도,043-531-0153,진천선수촌 실내테니스장,충청북도 진천군 광혜원면 선수촌로 105,
199,정상운영,37.49237411,테니스장,정선군,송계리,128.8641154,강원도,033-560-2547,임계테니스장,강원도 정선군 임계면 장찬동길 86-11,강원도 정선군 임계면 송계리 341-1
200,정상운영,,테니스장,당진시,,,충청남도,,합덕산업단지테니스장,,
201,정상운영,37.58887581,테니스장,종로구,삼청동,126.9828081,서울특별시,02-2148-1892,삼청테니스장,서울특별시 종로구 삼청로 156 (삼청동),
202,정상운영,36.98990051,테니스장,단양군,별곡리,128.3675227,충청북도,043-420-2582,단양공설정구장,충청북도 단양군 단양읍 삼봉로 376,
203,정상운영,35.99454397,테니스장,포항시,괴정리,129.3473192,경상북도,054-270-2804,연일테니스장,경상북도 포항시 남구 연일읍 동문로53번길 40-15,경상북도 포항시 남구 연일읍 괴정리 84-1
204,정상운영,34.82226297,테니스장,통영시,,128.4051583,경상남도,055-650-4722,미수소운동장테니스장,경남 통영시 미수동 152-1,경남 통영시 미수동 152-1
205,정상운영,36.99393293,테니스장,평택시,,127.0646336,경기도,031-8024-3351,신대레포츠공원테니스장,신대동 621-10,
206,정상운영,37.47512341,테니스장,관악구,봉천동,126.9574562,서울특별시,02-2081-2660,구민테니스장,서울특별시 관악구 낙성대로 40 (봉천동),서울특별시 관악구 봉천동  산56-117 구민운동장
207,정상운영,37.32871694,테니스장,용인시,,127.0990352,경기도,031-324-8051,수지체육공원테니스장,풍덕천동 산13-1,경기 용인시 수지구 풍덕천동 산 13-1
208,정상운영,,테니스장,김포시,,,경기도,031-980-2586,종합운동장내테니스장,경기도 김포시 돌문로15번길 36-10 (사우동),경기도 김포시 사우동 278-5 김포시사계절스케이트장
209,정상운영,34.89466985,테니스장,통영시,,128.4117549,경상남도,055-650-4722,노산테니스장,경남 통영시 광도면 노산리 46-19,경남 통영시 광도면 노산리 46-19
210,정상운영,37.33239112,테니스장,용인시,,127.0588562,경기도,031-324-8051,신봉동고가하부테니스장,신봉동 539-9,경기 용인시 수지구 신봉동 539-9
211,정상운영,34.85010205,테니스장,통영시,,128.4290373,경상남도,055-650-4722,공설테니스장,정량동162-32,경남 통영시 정량동 162-32
212,정상운영,35.72350439,테니스장,달성군,남리,128.4558939,대구광역시,053-668-2182,논공테니스장,대구광역시 달성군 논공읍 논공로 240,
213,정상운영,35.85248052,테니스장,,두류동,128.5571933,대구광역시,053-602-2002,두류테니스장,대구광역시 달서구 야외음악당로 194 (두류동),대구광역시 달서구 두류동  597
214,정상운영,36.48464909,테니스장,보은군,이평리,127.7282219,충청북도,043-540-3742,보은테니스장,충청북도 보은군 보은읍 군청길 90,충청북도 보은군 보은읍 이평리 9-1
215,정상운영,34.872458,테니스장,신안군,신용리,126.3097567,전라남도,061-240-8368,신안테니스장,전라남도 신안군 압해읍 복룡로 118-20,
216,정상운영,35.09099855,테니스장,강서구,명지동,128.9179518,부산광역시,051-970-4121,명지동75호광장테니스장,부산광역시 강서구 을숙도대로 96 (명지동),부산광역시 강서구 명지동 2984-31
217,정상운영,,테니스장,파주시,,,경기도,,운정체육공원테니스장,,가람로 150-41
218,정상운영,37.54851935,테니스장,양평군,,127.3197028,경기도,,양서동네테니스장,양서면 양수리,경기 양평군 양서면 양수리
219,정상운영,37.44136466,테니스장,과천시,관문동,126.9963478,경기도,,문원체육공원테니스장,경기도 과천시 중앙로 294 (관문동),경기도 과천시 관문동 3 관문체육공원
220,정상운영,37.95087363,테니스장,파주시,,126.9225222,경기도,,적성체육공원테니스장,적성면 마지리 33-1,경기 파주시 적성면 마지리 33-1
221,정상운영,34.86098832,테니스장,보성군,연산리,127.3408,전라남도,061-850-5242,홍교테니스장,전라남도 보성군 벌교읍 조정래길 248-6,
222,정상운영,35.55936168,테니스장,울주군,,129.1337467,울산광역시,052-229-7663,언양어음테니스장,,
223,정상운영,35.72841867,테니스장,장수군,장계리,127.5903109,전라북도,063-350-5552,장계체육공원 테니스장,전라북도 장수군 장계면 체육공원길 40,
224,정상운영,37.15458055,테니스장,제천시,고암동,128.2200873,충청북도,043-641-5593,고암생활체육공원,충북 제천시 고암동 1135,충북 제천시 고암동 1135
225,정상운영,33.4955321,테니스장,제주시,,126.5173239,제주특별자치도,,제주종합경기장연정정구장,오라1동 1163-4,제주특별자치도 제주시 오라1동 1163-4
226,정상운영,35.23086214,테니스장,창원시,신월동,128.6940687,경상남도,055-212-4063,신월운동장테니스장,경상남도 창원시 의창구 창이대로584번길 8 (신월동),
227,정상운영,34.72449971,테니스장,남해군,,127.9803082,경상남도,055-860-8664,상주체육공원테니스장,,경남 남해군 상주면 상주리 1781-1
228,정상운영,37.54642749,테니스장,용산구,한남동,127.0038361,서울특별시,02-760-3651,응봉근린공원한남테니스장,서울특별시 용산구 다산로 8-12 (한남동),서울특별시 용산구 한남동  726-180 한남테니스장
229,정상운영,38.20997104,테니스장,양구군,현리,127.9442539,강원도,033-480-2319,방산면테니스장,강원도 양구군 방산면 평화로 5121-7,강원도 양구군 방산면 현리 50-4 방산초등학교
230,정상운영,35.30497463,테니스장,기장군,,129.24285,부산광역시,051-709-4121,월드컵빌리지,부산광역시 기장군 일광읍 체육공원1로 29,부산광역시 기장군 일광읍 원리 39 기장국민체육공원
231,정상운영,35.28560867,테니스장,영광군,,126.4988382,전라남도,061-350-4852,종합체육센터테니스장,영광읍 단주리 290,전남 영광군 영광읍 단주리 290
232,정상운영,,테니스장,강남구,,,서울특별시,02-2051-2285,대치유수지체육공원테니스장,,
233,정상운영,37.01319895,테니스장,안성시,양복리,127.3278514,경기도,031-678-6864,안성시전용정구장,경기도 안성시 보개면 종합운동장로 162,
234,정상운영,35.14857407,테니스장,창원시,,128.6549006,경상남도,,진해공설운동장테니스장,도만동 1번지,경남 창원시 진해구 도만동 1
235,정상운영,,테니스장,천안시,,,충청남도,,천안시실내테니스장,,
236,정상운영,37.94773366,테니스장,인제군,현리,128.3143708,강원도,033-460-2281,기린생활체육공원내테니스장,강원도 인제군 기린면 덕다리길 31,
237,정상운영,35.11008837,테니스장,사하구,하단동,128.9446778,부산광역시,051-271-1441,을숙도테니스장,부산광역시 사하구 낙동남로1233번길 25 (하단동),부산광역시 사하구 하단동 1151-14 을숙도 문화회관
238,정상운영,,테니스장,용인시,,,경기도,,양지체육공원테니스장,,
239,정상운영,,테니스장,아산시,,,충청남도,,이순신테니스장,,
240,정상운영,35.15266645,테니스장,고창군,,126.4983773,전라북도,,고창공설운동장테니스장,월암리 349,월암리 349
241,정상운영,37.81307602,테니스장,양주시,,126.9718903,경기도,031-8082-5646,광적생활체육공원 테니스장,광적면 광석리 132,경기 양주시 광적면 광석리 132
242,정상운영,35.25093855,테니스장,창원시,명서동,128.6369132,경상남도,055-212-4063,명서2주민운동장테니스장,경상남도 창원시 의창구 우곡로 21 (명서동),
243,정상운영,,테니스장,광주시,,,경기도,,중대테니스장,,중대동 328-1
244,정상운영,,테니스장,양양군,,,강원도,033-670-2732,낙산테니스장,,
245,정상운영,37.94610118,테니스장,동두천시,상봉암동,127.0573514,경기도,031-860-3194,소요생활체육공원테니스장,경기도 동두천시 봉동로 27 (상봉암동),경기도 동두천시 상봉암동  173
246,정상운영,37.29343883,테니스장,여주시,,127.6242232,경기도,,여주종합운동장테니스장,여주시 월송동1번지,경기 여주시 월송동 1
247,정상운영,33.48502127,테니스장,제주시,,126.5022671,제주특별자치도,,연미테니스장,제주특별자치도 제주시 연미길 97-19,제주특별자치도 제주시 오라2동 3057
248,정상운영,35.90053941,테니스장,북구,산격동,128.6049049,대구광역시,053-665-4322,연암테니스장,대구광역시 북구 연암공원로 131 (산격동),대구광역시 북구 산격동  산18-2
249,정상운영,34.79151354,테니스장,삼척시,,126.380798,강원도,,삼척시민테니스장,남양동 142-1,남양동 142-1
250,정상운영,37.63766115,테니스장,구리시,,127.1479444,경기도,031-550-3772,구리왕숙체육공원테니스장,사노동 37-2번지,경기 구리시 사노동 37-2
251,정상운영,37.90186696,테니스장,동두천시,생연동,127.0703132,경기도,031-860-3300,종합운동장테니스장,경기도 동두천시 어등로 50 (생연동),경기도 동두천시 생연동  70 작은도서관 지혜의등대
252,정상운영,,테니스장,울진군,,,경상북도,,후포생활체육공원테니스장,,
253,정상운영,35.84611416,테니스장,경주시,,129.2276025,경상북도,054-779-6158,북천생활체육공원테니스장,,경북 경주시 동천동 733-1
254,정상운영,34.30233991,테니스장,완도군,,126.7122501,전라남도,061-550-5466,완도군립테니스장1,완도읍중도리760-1,전남 완도군 완도읍 중도리 760-1
255,정상운영,35.79401406,테니스장,달성군,명곡리,128.5055161,대구광역시,053-668-2182,명곡테니스장(화원테니스장),대구광역시 달성군 화원읍 인흥1길 58,
256,정상운영,35.18374851,테니스장,진주시,상대동,128.1029896,경상남도,,모덕생활테니스장,경상남도 진주시 모덕로47번길 24 (상대동),
257,정상운영,37.45821474,테니스장,서초구,,127.0381081,서울특별시,,시민의숲테니스장,서초구 양재동 224번지외3필지,서울 서초구 양재동 224
258,정상운영,37.22443761,테니스장,용인시,,127.188319,경기도,,용인실외종합테니스장,남동 산38-2,경기 용인시 처인구 남동 산 38-2
259,정상운영,37.176392,테니스장,삼척시,호산리,129.3352434,강원도,,원덕테니스장,강원도 삼척시 원덕읍 삼척로 442,강원도 삼척시 원덕읍 호산리 240 원덕읍사무소관사
260,정상운영,35.87030143,테니스장,무주군,장기리,127.6495016,전라북도,063-320-5902,면생활체육공원(안성테니스장),전라북도 무주군 안성면 구량천로 82,
261,정상운영,35.38135646,테니스장,순창군,,127.1169458,전라북도,063-650-5525,순창공공테니스장,순창읍 백산리 산20번지,전북 순창군 순창읍 백산리 산 20
262,정상운영,36.63001413,테니스장,청주시,금천동,127.5125052,충청북도,043-284-9900,청주국제테니스장,충청북도 청주시 상당구 호미로 242 (금천동),충청북도 청주시 상당구 금천동  327
263,정상운영,,테니스장,양주시,,,경기도,,옥정배수지테니스장,,
264,정상운영,35.87339884,테니스장,,달성동,128.5759201,대구광역시,053-803-7365,달성공원테니스장,대구광역시 중구 달성공원로 35 (달성동),대구광역시 중구 달성동 294-1 달성공원
265,정상운영,35.85864436,테니스장,서구,내당동,128.5521819,대구광역시,053-663-2173,감삼테니스장,대구광역시 서구 서대구로3길 43 (내당동),
266,정상운영,37.78671376,테니스장,파주시,,126.8002595,경기도,,월롱체육공원테니스장,월롱면 위전리 58-38,경기 파주시 월롱면 위전리 58-38
267,정상운영,37.49283213,테니스장,동작구,,126.9198588,서울특별시,,보라매공원테니스장,신대방동 395번지,서울 동작구 신대방동 395
268,정상운영,36.00904676,테니스장,무주군,소천리,127.7906136,전라북도,063-320-2294,면생활체육공원(설천테니스장),전라북도 무주군 설천면 상평지길 20,
269,정상운영,,테니스장,양산시,,,경상남도,,남양산테니스장,,
270,정상운영,,테니스장,양평군,,,경기도,,옥천레포츠공원테니스장,,
271,정상운영,37.33131254,테니스장,여주시,,127.5473846,경기도,,흥천체육공원테니스장,흥천면 효지리 224,경기 여주시 흥천면 효지리 224
272,정상운영,35.42797753,테니스장,남원시,산곡동,127.3642926,전라북도,063-620-8911,왕정자연공원테니스장,전라북도 남원시 산성순환길 714 (산곡동),전라북도 남원시 산곡동  251 교룡산성관리사무소
273,정상운영,37.11806198,테니스장,제천시,신동,128.1739469,충청북도,043-6415-592,제천테니스장,충청북도 제천시 북부로 1860 (신동),충청북도 제천시 신동  653 제천시자원관리센터
274,정상운영,37.71940378,테니스장,홍천군,풍암리,128.1736506,강원도,033-430-4455,서석테니스장,강원도 홍천군 서석면 구룡령로 2402,
275,정상운영,,테니스장,산청군,,,경상남도,,삼장체육공원테니스장,,
276,폐업,37.25920713,테니스장,수원시,,127.0465975,경기도,031-228-8515,영통구청테니스장,매탄동 1268 ,경기 수원시 영통구 매탄동 1268
277,정상운영,35.80326345,테니스장,김제시,,126.903681,전라북도,,검산체육공원테니스장,,검산동
278,정상운영,37.55816015,테니스장,,,127.0068178,서울특별시,,장충테니스장,장충동2가200-102,서울 중구 장충동2가 200-102
279,정상운영,37.8529369,테니스장,춘천시,송암동,127.693218,강원도,033-2504-232,송암스포츠타운실내테니스장,강원도 춘천시 스포츠타운길 124-1 (송암동),강원도 춘천시 송암동 290 테니스장
280,정상운영,36.65672436,테니스장,예천군,동본리,128.4626101,경상북도,054-650-6417,예천군공설테니스장,경상북도 예천군 예천읍 충효로 393,경상북도 예천군 예천읍 동본리 434-1 청소년수련관
281,정상운영,35.42254031,테니스장,산청군,,127.8711442,경상남도,,산청테니스장,금서면 매촌리 1,경남 산청군 금서면 매촌리 1
282,정상운영,35.5056777,테니스장,밀양시,교동,128.744836,경상남도,055-359-5774,밀양종합운동장 부속테니스장,경상남도 밀양시 시청로 28 (교동),경상남도 밀양시 교동 1121-3 미리벌관
283,정상운영,,테니스장,합천군,,,경상남도,,봉산테니스장,,
284,정상운영,,테니스장,마포구,,,서울특별시,,망원동테니스장,,
285,폐업,37.65811605,테니스장,도봉구,창동,127.0507034,서울특별시,,창동시립테니스장,서울특별시 도봉구 노해로69길 132 (창동),서울특별시 도봉구 창동  1-6 창동운동장 및 문화체육센터
286,정상운영,37.48320186,테니스장,동구,만석동,126.6188045,인천광역시,032-770-6124,만석동복합체육시설내테니스장,인천광역시 동구 인중로 382 (만석동),
287,정상운영,,테니스장,김해시,,,경상남도,,장유능동테니스장,,
288,정상운영,37.2667798,테니스장,정선군,문곡리,128.7378611,강원도,033-560-2656,문곡테니스장,,강원 정선군 남면 문곡리 327-2
289,정상운영,,테니스장,창원시,,,경상남도,,창원덕동시립테니스장,,
290,정상운영,37.71205057,테니스장,홍천군,태학리,127.9067213,강원도,033-430-2453,홍천테니스장,강원도 홍천군 홍천읍 태학여내길 67,
291,정상운영,37.7299825,테니스장,강화군,신정리,126.5072521,인천광역시,032-930-3228,강화실내테니스장,인천광역시 강화군 선원면 고식이길 177,
292,정상운영,35.32907993,테니스장,담양군,,126.9887677,전라남도,061-380-2808,남도테니스장,,전남 담양군 담양읍 향교리 397-8
293,정상운영,,테니스장,남동구,,,인천광역시,,남동종합문화체육1호광장테니스장,,
294,정상운영,38.1092563,테니스장,양구군,,128.0370438,강원도,033-480-2319,국토정중앙면용하리생활체육공원테니스장,강원 양구군 남면 용하리 410,강원 양구군 남면 용하리 410
295,정상운영,,테니스장,,,,대구광역시,053-555-7330,성서이곡운동장테니스장,,
296,정상운영,36.43027996,테니스장,청송군,월막리,129.061864,경상북도,054-870-6572,청송군민테니스장,경상북도 청송군 청송읍 중앙로 306-39,
297,정상운영,35.76752136,테니스장,달성군,대일리,128.6502953,대구광역시,053-668-2182,가창체육공원테니스장,대구광역시 달성군 가창면 가창로 604,
298,정상운영,37.26132508,테니스장,수원시,,127.0277997,경기도,,올림픽공원테니스장,권선동 1012,경기 수원시 권선구 권선동 1012
299,정상운영,,테니스장,동구,,,광주광역시,062-608-2433,용산정구장,,
300,정상운영,35.27304998,테니스장,기장군,연구리,129.1556947,부산광역시,051-709-4121,철마체육시설테니스장,부산광역시 기장군 철마면 철마로 543,부산광역시 기장군 철마면 연구리 566
301,정상운영,36.99372794,테니스장,음성군,금석리,127.604295,충청북도,043-871-2482,금왕체육공원테니스장,충청북도 음성군 금왕읍 무극로 370,
302,정상운영,,테니스장,성북구,,,서울특별시,02-909-3497,월곡테니스장,서울특별시 성북구 화랑로13길 144 (하월곡동),서울특별시 성북구 하월곡동 산2-1 성북구민체육관
303,정상운영,,테니스장,금산군,,,충청남도,,금산군실내테니스장,,
304,정상운영,37.44502013,테니스장,성남시,금광동,127.1720641,경기도,031-729-3055,황송테니스장,경기도 성남시 중원구 금빛로2번길 35 (금광동),경기도 성남시 중원구 금광동 2449-1
305,정상운영,,테니스장,양주시,,,경기도,,신천하수처리장테니스장,,
306,정상운영,37.4650085,테니스장,정선군,여량리,128.7241467,강원도,033-560-2547,여량테니스장,강원도 정선군 여량면 고양로 74,강원도 정선군 여량면 여량리 392-2 여량119지역대
307,정상운영,37.50593211,테니스장,구로구,,126.8520083,서울특별시,02-860-3087,고척근린공원테니스장,고척2동산9-14,서울 구로구 고척2동 산 9-14
308,정상운영,,테니스장,양평군,,,경기도,,용문테니스장,,
309,정상운영,,테니스장,파주시,,,경기도,,파주스타디움(공설운동장)테니스장,,금능동 186-1
310,정상운영,38.05818967,테니스장,인제군,남북리,128.1641521,강원도,033-460-2281,인제실내테니스장,강원도 인제군 인제읍 비봉로44번길 113,
